Company_Number,SYS_RESPNUM,SURVEY_POLE,SURVEY_CONTACT_FUNCTION,SURVEY_VALUE_CHAIN,MAXDIFF: Material selection support,MAXDIFF: Processing support,MAXDIFF: Application development support,MAXDIFF: Total system cost reduction,MAXDIFF: Efficient and reliable ordering process,MAXDIFF: Delivery &amp; inventory management,MAXDIFF: Low material price,MAXDIFF: Formula based or fixed material price,MAXDIFF: Material coloring solutions,MAXDIFF: Account manager relationship,MAXDIFF: Collaboration during your innovation process,MAXDIFF: Collaboration for growth,MAXDIFF: Support towards your sustainability goals,MAXDIFF: Material quality,MAXDIFF: Supplier expertise of your industry,MAXDIFF: Global service and operations,MAXDIFF: Local service and operations,MAXDIFF: Business services,"MAXDIFF: Credit limit, financing and payment terms",MAXDIFF: Broad material portfolio,Willing to Changing suppliers,Willing to Give more business,Willing to Recommend to others,Willing to Specify as supplier of choice,Willing to Pay for consulting services,Willing to Pay price premium,Changed material suppliers in past,Given more business in past,Recommended to others in past,Specify as supplier of choice in past,Paid for consulting services in past,Paid premium in past,Will - Order large quantity for lower price,Will accept - No sales rep for lower price,Will accept - Cancellation fees for lower price,Will accept - Longer lead times for lower price,Will accept - Broader materials specs for lower price,Will - Use own transportation for lower price,Will - Allocate more spending to supplier for lower price,Will - Give up support for lower price,Price Importance,Quality and service importance
1287,2080,AMR,SUPPLY CHAIN,Converter,7.914822,4.925517,8.920323,5.576455,2.841464,7.589061,0.086058,1.298381,7.175186,0.221656,6.717287,12.736601,0.468734,13.756005,12.605959,2.410745,0.132353,0.477283,0.239512,3.906599,3,4,4,4,3,2,1,1,1,1,0,0,4,4,2,4,3,2,4,2,40,60
1288,115,EUR,MANAGEMENT (SENIOR),ODM,2.862354,3.019783,6.48515,12.311801,4.842283,11.969543,11.839589,12.255184,0.513669,0.310916,3.354728,0.139086,0.179035,13.531578,3.721232,6.067588,0.706344,0.029232,5.759302,0.101602,2,4,4,4,2,2,1,1,0,1,0,0,2,5,1,2,2,1,2,2,50,50
1288,194,EUR,ENGINEERING/DESIGN,OEM,5.439219,8.812386,9.563587,13.052721,1.193799,0.797722,9.665795,0.220766,2.546274,0.413261,12.594501,0.110166,4.191086,12.97174,11.24147,1.505697,2.88554,0.067756,0.009101,2.717411,1,4,5,4,4,3,1,1,0,1,0,0,4,4,4,4,1,4,3,3,40,60
1288,245,EUR,ENGINEERING/DESIGN,Engineering,11.476499,8.515232,12.047166,2.047434,8.977329,7.878845,2.36571,0.034489,5.19736,1.267701,10.345083,1.175107,0.116756,13.356846,0.3643,9.266706,4.227306,0.431867,0.082341,0.825923,4,5,5,5,2,2,1,1,1,1,0,0,4,4,4,2,1,4,5,2,20,80
1289,3103,AMR,MANAGEMENT (SENIOR),Distributor,1.670897,0.891825,0.215054,11.257527,9.44013,12.701725,13.356638,12.889869,0.074369,12.529684,0.183225,0.227811,0.82091,12.99537,2.909364,0.20294,0.114463,0.297751,7.010065,0.210384,1,4,4,4,2,2,1,1,1,0,0,0,4,2,4,2,4,4,4,4,75,25
1290,2829,PAC,SUPPLY CHAIN,OEM,1.612013,1.765152,1.143827,13.520895,5.733377,12.745521,12.281411,10.278524,0.246614,8.513233,1.285769,0.052276,1.219129,13.594542,1.675366,0.287247,9.962711,0.059154,3.974272,0.04897,4,4,2,4,1,1,1,1,0,0,0,0,4,1,2,1,1,4,4,2,50,50
1291,1212,AMR,PURCHASING,Molder,3.625929,2.064394,0.862917,12.555392,11.199981,12.052931,12.672003,10.206917,0.017923,1.05042,0.664264,0.014971,0.744696,13.010456,0.359237,0.865037,10.717908,0.229577,6.918907,0.166142,4,4,3,4,2,2,1,1,1,1,0,0,4,3,2,1,1,4,4,2,50,50
1291,2097,AMR,PURCHASING,Molder,6.637531,13.388756,1.91206,4.479212,8.877422,9.123404,12.326421,6.103556,1.774777,8.96557,1.058806,0.126464,0.431652,14.740192,1.960466,1.172356,5.178536,1.365321,0.138877,0.23862,4,3,3,3,1,1,1,1,1,1,0,0,2,2,2,2,1,2,2,2,25,75
1292,1185,EUR,MANAGEMENT (SENIOR),Molder,4.566404,4.396447,0.339348,11.013413,13.248897,12.53633,12.550559,5.017433,0.771615,13.259976,0.341545,0.281322,0.2418,13.535935,1.43153,1.13693,0.681416,0.075061,4.56626,0.00778,2,4,4,4,3,4,1,1,1,1,0,0,4,3,2,3,2,3,3,2,30,70
1293,975,PAC,FINANCE,Distributor,2.216238,0.652471,1.539311,0.291724,12.608969,13.45828,13.2192,7.426972,0.362046,11.27153,0.439219,2.147945,0.03596,12.116659,1.660411,0.02946,0.231222,2.098703,13.671817,4.521863,2,3,3,3,2,2,0,0,0,0,0,0,3,4,4,3,4,2,3,3,70,30
1293,1099,PAC,SALES,Distributor,2.292181,0.725223,2.3701,13.74604,1.364804,10.89855,14.2701,2.224854,0.243108,12.089769,5.528416,4.778862,1.255744,12.688858,5.617282,0.022854,0.227457,0.176624,1.988182,7.490993,3,2,3,3,2,2,1,0,1,1,0,0,2,4,2,2,2,2,2,2,50,50
1294,3294,EUR,ENGINEERING/DESIGN,Molder,12.505952,10.047391,5.087827,2.749483,0.491158,2.302246,9.046211,0.057313,8.074372,9.91779,6.596455,2.486595,0.57118,13.133935,0.66931,6.129787,0.944737,0.08098,0.026599,9.080678,4,3,4,4,4,1,1,1,0,1,0,0,3,3,3,2,3,3,4,2,49,51
1295,3427,EUR,PURCHASING,OEM,9.232667,3.547818,8.85985,10.334022,0.891345,1.795797,13.0022,4.152712,3.303897,1.690181,10.941337,6.47714,2.200724,13.143428,0.680859,4.22816,0.543569,0.018988,0.060108,4.895198,4,4,3,4,2,2,1,1,0,0,0,0,2,3,2,1,2,2,3,2,50,50
1296,3078,AMR,MANAGEMENT (SENIOR),Tier 1,9.562718,11.427595,11.204862,10.954869,2.276874,0.923743,8.360982,0.465458,0.028125,0.299645,10.140345,0.317815,1.862964,11.83076,7.798783,2.38265,8.510362,0.264887,1.210763,0.175799,5,5,5,5,2,4,1,1,1,1,0,1,5,5,3,4,2,2,2,2,60,40
1297,3562,EUR,ENGINEERING/DESIGN,Tier 2,5.71981,8.206307,9.693203,12.181651,0.313974,1.311663,8.617214,2.010792,0.033857,6.439944,9.811478,0.598866,0.551619,11.484149,11.886716,3.051374,5.286713,0.118605,0.275158,2.406906,1,1,1,1,3,3,1,1,1,1,0,0,4,2,2,1,1,2,4,1,50,50
1298,2124,AMR,SUPPLY CHAIN,Molder,5.794751,2.345714,2.263179,2.534363,11.166517,14.365069,13.919955,0.497216,1.387287,1.134236,2.908635,0.117046,0.475886,15.290393,2.339554,0.501992,6.912777,0.687371,5.584521,9.773537,1,4,4,4,1,1,0,1,1,0,0,0,2,4,1,1,5,1,1,1,50,50
1299,3115,AMR,MANAGEMENT (SENIOR),Tier 2,11.412028,2.24633,4.179011,9.839387,3.096002,4.934476,14.127235,10.586999,1.433107,3.959631,1.58977,3.910465,0.35629,14.755629,8.572814,0.125035,3.938459,0.487157,0.108783,0.341394,3,5,5,5,4,3,1,1,1,1,0,0,4,3,2,4,2,2,3,3,40,60
1300,2263,EUR,PURCHASING,Molder,0.378273,0.223933,0.076419,13.13411,7.415033,11.600541,13.304496,12.935395,9.54258,1.927967,0.963865,0.148213,0.039898,10.421315,3.625047,6.097083,4.917806,0.794923,2.445384,0.007719,4,4,4,4,3,2,1,1,0,1,0,0,2,3,1,2,1,2,1,4,70,30
1300,2517,PAC,PURCHASING,ODM,1.007601,0.878454,1.394791,11.430753,5.814212,13.101238,12.438313,10.643738,4.554935,0.046716,0.49873,0.250861,3.465318,13.032343,1.274067,0.531279,10.954405,3.644013,5.017914,0.020319,3,4,3,4,3,2,0,1,0,1,0,0,4,2,5,1,4,1,3,2,70,30
1301,806,AMR,ENGINEERING/DESIGN,Converter,4.554128,9.192578,12.078697,12.318614,2.495692,2.919566,10.328548,3.081809,0.020582,1.458516,12.326068,3.322283,3.301543,10.134171,8.940115,0.253366,2.221366,0.147376,0.879385,0.025597,5,5,4,5,2,2,1,1,1,1,0,0,4,4,4,1,2,4,3,2,45,55
1302,1735,EUR,PURCHASING,Molder,11.752623,6.151087,7.725179,12.477298,0.724656,0.416497,11.21534,2.285625,0.019523,11.16798,11.321688,8.042124,1.986328,10.641785,1.057223,0.052049,0.049159,1.055176,1.711933,0.146728,2,4,4,4,2,4,1,1,1,1,0,1,2,4,1,4,2,1,4,1,35,65
1303,73,EUR,PURCHASING,Contract Manufacturer,3.083451,11.952424,10.497591,4.792908,5.145891,3.674114,4.579976,10.174201,4.127125,7.183818,9.378309,0.710193,0.475354,14.817455,1.12209,4.499169,0.310825,2.36806,1.063319,0.043728,5,4,5,4,1,1,1,1,1,1,0,0,4,3,2,2,3,2,3,4,70,30
1304,412,AMR,SUPPLY CHAIN,Molder,4.412416,4.596545,1.869168,6.180283,3.125144,8.654734,13.080464,12.162148,4.105882,0.33219,2.596606,0.078985,0.038882,10.018776,0.830864,0.029245,6.228518,0.270813,11.056418,10.331922,5,5,5,5,4,3,1,1,0,1,0,0,4,4,3,2,4,1,2,2,60,40
1305,2606,PAC,PURCHASING,Contract Manufacturer,5.96734,5.720609,2.818979,13.307351,12.18539,10.962685,12.796653,2.714249,3.368159,9.102228,3.848589,0.203501,0.495301,12.267022,2.476224,0.019913,0.527465,0.193966,0.887725,0.136652,2,2,2,2,2,2,1,1,1,1,0,0,1,3,2,2,2,4,5,2,80,20
1306,3963,AMR,ENGINEERING/DESIGN,OEM,11.840237,11.573942,8.566507,0.497528,1.950461,0.739069,0.332232,0.202314,9.117425,3.918144,11.40999,0.606337,0.060778,10.005182,9.31016,8.859758,1.665441,0.013506,0.002583,9.328404,4,4,2,3,4,4,1,1,0,0,0,0,3,2,3,3,4,3,3,2,30,70
1307,2096,AMR,SUPPLY CHAIN,Other,5.856737,3.229579,1.133061,14.003008,10.989076,12.526753,13.882798,8.494964,0.033636,1.541329,3.220418,4.591904,0.592742,14.155287,4.126623,0.049312,0.336366,0.594992,0.340908,0.300505,5,5,5,5,3,4,1,1,1,1,0,1,4,4,2,5,3,2,4,4,75,25
1308,744,EUR,MANUFACTURING,Molder,9.995871,4.431886,12.191632,9.458927,7.224354,6.997874,1.840951,0.179972,0.020237,2.537337,11.908427,0.366848,0.943452,12.486676,12.357599,0.484684,1.528766,0.079688,0.054509,4.910311,4,4,4,4,4,2,0,1,0,1,0,0,2,3,4,2,2,2,4,2,40,60
1308,1201,EUR,ENGINEERING/DESIGN,Molder,12.766912,12.276584,11.485323,6.198504,2.541621,3.176916,5.381024,6.22292,0.349555,0.028509,10.828663,0.515968,2.914642,13.129225,11.007269,0.177307,0.449326,0.314011,0.109071,0.126649,1,1,1,1,1,1,1,0,1,0,0,0,1,1,3,1,1,4,3,1,70,30
1309,2052,AMR,PURCHASING,Molder,0.595607,0.379343,0.166821,14.841787,1.669564,12.515451,14.436773,11.452501,0.468192,3.321899,0.970645,0.51169,2.842799,2.971308,3.116602,7.937828,3.272297,4.12622,14.013312,0.389363,5,4,4,5,3,2,1,1,1,1,0,0,5,5,1,5,5,2,4,1,50,50
1310,1994,EUR,PURCHASING,Molder,1.834795,2.072787,0.409373,13.474848,0.241628,12.267048,13.218448,9.920571,1.660973,7.631621,0.973558,0.598317,0.288186,12.050036,1.157258,5.995945,13.231883,0.135976,0.410829,2.425919,3,5,4,4,3,3,1,1,1,1,0,0,4,4,3,2,3,2,3,2,60,40
1311,3287,EUR,ENGINEERING/DESIGN,Tier 1,11.411245,7.505341,10.638876,3.271893,0.643049,0.936074,13.189975,7.366513,1.97075,0.84924,7.893271,0.655615,0.877568,13.602912,9.116855,8.318773,1.428495,0.178237,0.102354,0.042964,4,4,4,2,2,2,1,1,1,0,0,0,2,2,2,2,2,4,4,1,30,70
1312,3937,MEA,SUPPLY CHAIN,Contract Manufacturer,2.935601,7.939516,0.118182,1.060684,13.941335,14.608431,11.629953,1.806295,0.555725,6.270775,0.539792,0.125668,6.302039,15.101876,7.847317,4.152333,0.367017,2.071808,1.191605,1.434047,2,3,4,3,4,1,1,0,1,0,1,0,2,2,1,1,2,1,2,2,50,50
1313,3229,MEA,SUPPLY CHAIN,Tier 1,1.296653,4.111945,1.695758,13.476372,1.363021,9.739367,12.941871,3.430159,0.091097,4.599683,11.407744,11.677299,1.570133,7.539884,0.89432,0.333601,5.912738,0.093689,7.819461,0.005204,5,4,4,4,3,3,1,1,1,1,0,0,2,2,1,1,3,1,2,4,60,40
1314,2719,AMR,ENGINEERING/DESIGN,Tier 1,10.472965,10.423356,11.078804,3.591774,1.084836,0.181888,12.600983,1.971049,1.056182,2.353489,10.117558,0.285026,1.441354,13.157869,9.875305,5.193151,4.849179,0.034096,0.055456,0.17568,3,4,4,4,3,3,1,1,1,1,0,0,3,3,3,3,4,4,3,2,40,60
1315,1902,PAC,PURCHASING,Tier 1,1.341268,2.707454,0.974403,13.848944,0.704558,11.396172,14.177058,13.479918,0.167535,9.897949,0.37107,0.081656,0.041481,10.761596,0.960683,6.688733,5.718384,5.405206,0.22374,1.052193,2,2,4,4,2,1,1,1,1,1,0,0,2,4,3,2,4,4,4,2,60,40
1315,2785,PAC,ENGINEERING/DESIGN,Tier 1,12.306278,12.081494,12.525484,10.758979,0.891504,0.431439,6.514763,0.300138,0.02398,3.289806,9.733353,0.074879,3.911113,11.889469,10.608523,0.915525,3.138993,0.429865,0.095634,0.078779,2,4,4,4,2,4,0,0,1,0,0,0,2,1,1,2,1,2,4,2,50,50
1316,25,EUR,PURCHASING,Tier 1,1.096766,1.14071,4.115762,10.305921,2.148045,2.78415,12.192646,13.337511,0.136423,1.382486,6.530064,7.522655,0.068183,13.484608,9.795693,10.172376,0.043753,0.409095,0.965934,2.367218,4,4,5,3,1,1,1,1,1,0,0,0,2,4,1,1,2,5,4,1,70,30
1316,28,EUR,PURCHASING,Tier 1,0.351975,2.425423,4.276058,11.945271,4.197749,7.057803,8.944197,2.834813,0.099715,11.918069,4.307787,12.835372,0.02368,11.82117,3.389436,1.174045,0.118988,0.615878,11.491248,0.171324,5,5,5,5,1,1,1,1,1,1,0,0,4,1,1,1,1,5,4,1,50,50
1316,67,EUR,PURCHASING,Tier 1,0.217473,3.50181,1.090128,13.831894,7.555701,12.443796,13.738605,3.658092,2.150103,9.297633,0.394153,4.029959,2.092738,14.272722,0.10919,2.549466,0.810546,1.73997,6.506628,0.009395,4,4,4,3,1,1,1,1,1,0,0,0,2,2,2,1,2,4,2,4,50,50
1316,69,EUR,PURCHASING,Tier 1,0.64987,2.134568,3.334272,11.367039,10.857038,9.302842,10.061441,5.298708,1.372042,0.827308,4.814186,0.050118,11.128647,11.510252,3.396516,0.242182,0.858165,0.188981,12.588566,0.017262,5,4,3,3,1,1,1,0,0,0,0,0,2,1,1,1,3,5,4,1,70,30
1316,92,EUR,PURCHASING,Tier 1,0.705761,1.216063,0.445251,7.554371,8.150097,12.63655,14.403997,6.467808,0.10692,5.701322,1.107757,0.116674,0.386239,14.495222,10.047113,5.657383,2.47034,0.306369,6.438829,1.585933,4,4,5,4,2,2,1,1,1,1,0,0,2,4,2,2,2,4,4,2,50,50
1316,103,EUR,ENGINEERING/DESIGN,Tier 1,3.470672,12.331682,1.097155,2.954314,2.917892,1.923193,5.334505,0.308835,11.665568,6.793352,13.130967,1.260683,2.435123,14.137622,10.270853,0.077208,4.370338,0.142127,0.085557,5.292354,4,4,4,4,3,3,1,1,0,0,0,0,3,3,3,3,1,3,3,2,50,50
1316,787,EUR,PURCHASING,Tier 1,0.154499,0.581827,0.768118,11.97892,8.442873,4.694819,11.738138,1.062411,0.057777,5.285823,5.38874,13.495537,0.954423,13.758937,1.491939,10.700784,2.305455,0.596826,6.376766,0.165387,5,5,4,4,2,2,1,1,1,1,0,1,4,4,1,2,4,4,4,2,40,60
1316,1857,AMR,SUPPLY CHAIN,Tier 1,0.103633,1.699474,0.843092,12.770401,3.352973,11.468509,11.67072,11.729284,0.831254,1.360653,1.230768,0.114767,4.916819,10.308703,1.721581,1.705873,10.496112,0.826585,12.833332,0.015465,2,4,1,1,2,2,1,1,0,0,0,0,4,4,2,4,4,4,2,2,50,50
1316,1999,AMR,ENGINEERING/DESIGN,Tier 1,12.907302,5.52692,13.006006,6.293581,0.057871,0.152668,4.291761,4.751137,5.540921,0.63785,12.375681,0.029544,6.323721,10.475502,11.180553,4.148159,0.94484,0.202392,0.072766,1.080826,4,3,4,4,2,2,1,0,1,1,0,0,2,2,2,2,4,3,3,2,50,50
1316,2214,EUR,ENGINEERING/DESIGN,Tier 1,0.388493,0.061746,0.079601,13.567917,2.002331,1.349012,13.636368,10.729987,1.802268,0.596479,1.714187,12.057461,3.448053,11.306865,1.152385,13.514326,2.272296,2.181244,7.820063,0.318917,5,4,4,4,2,1,1,1,0,1,0,0,4,2,3,2,1,2,2,2,70,30
1316,2799,EUR,MANAGEMENT (SENIOR),Tier 1,0.214492,0.158219,1.677947,13.485111,0.461319,3.404785,14.121989,3.905463,0.013773,12.830376,2.079793,8.482841,0.492658,13.619652,7.623047,8.002086,3.123105,3.628137,2.437152,0.238055,4,4,2,4,1,2,1,1,0,1,0,0,4,2,2,2,2,4,4,3,88,12
1316,3768,EUR,ENGINEERING/DESIGN,Tier 1,11.377782,13.403068,5.995189,3.390255,2.650722,5.195363,3.611521,4.6145,5.189002,0.292105,12.945862,2.016745,0.83738,14.332832,10.841781,1.305518,0.329939,0.034583,1.583956,0.051897,2,1,4,3,1,2,1,1,1,0,0,0,5,3,3,2,1,3,3,1,50,50
1317,807,EUR,ENGINEERING/DESIGN,Tier 1,2.832069,11.676675,5.672407,13.293521,0.977571,0.832215,11.82474,10.697858,0.228272,5.332281,1.409321,0.606005,0.328695,13.906922,1.947254,8.925253,7.337067,0.051621,0.32898,1.791275,2,3,4,4,2,2,1,1,1,1,0,0,2,1,1,1,2,2,3,1,50,50
1318,3869,AMR,MANUFACTURING,OEM,7.104682,7.08095,8.759324,3.655052,3.990651,6.640034,3.983235,4.573857,5.568769,12.851035,3.398857,0.022695,0.154063,13.121858,1.397953,7.943775,9.121057,0.509773,0.090422,0.031959,5,5,5,5,3,3,1,1,1,1,0,0,3,3,3,3,2,3,3,2,50,50
1319,3592,AMR,ENGINEERING/DESIGN,OEM,12.577424,8.88146,12.798156,11.619929,0.830652,0.728196,7.200222,1.180931,1.91787,0.22449,7.072476,0.020285,0.070378,12.936827,9.569548,5.173897,0.4969,1.111322,0.157713,5.431324,4,4,4,4,3,3,1,1,1,1,0,0,4,4,3,2,3,4,3,3,50,50
1320,2058,AMR,PURCHASING,OEM,2.117533,5.211856,1.163413,13.423199,10.464515,11.60984,13.309933,12.765716,1.821003,8.427118,0.945234,1.911685,2.157984,13.625812,0.276374,0.213478,0.44581,0.068159,0.026811,0.014526,1,4,5,5,2,2,1,1,1,1,0,0,4,5,2,2,3,5,4,3,50,50
1321,2570,EUR,MANAGEMENT (SENIOR),Molder,11.125466,9.537381,1.848227,10.34622,1.565827,0.544732,8.493842,9.729531,8.312201,0.08418,1.964767,6.101105,0.189173,10.944266,4.002085,0.509454,2.923969,0.048085,8.728215,3.001275,2,5,5,5,1,1,1,1,1,1,0,0,5,2,3,4,5,1,4,1,50,50
1322,3083,AMR,ENGINEERING/DESIGN,OEM,12.111841,9.983209,12.5296,1.246434,0.097636,1.628471,1.167617,0.138292,13.079423,0.125361,12.035554,1.158481,6.624547,13.164229,4.872268,1.963533,6.096942,1.887122,0.057477,0.031962,2,3,5,3,4,3,1,1,1,1,0,0,2,4,3,2,4,5,3,2,40,60
1322,3169,AMR,ENGINEERING/DESIGN,OEM,10.589123,11.250932,11.000259,5.362337,1.428987,0.493823,7.724421,3.982901,2.646024,1.041928,11.668418,0.122505,4.261343,11.368557,4.839163,0.108419,1.325998,0.021033,0.048107,10.715721,5,5,4,4,5,3,1,1,0,0,1,0,3,3,3,3,3,3,3,3,50,50
1322,3748,AMR,ENGINEERING/DESIGN,OEM,3.938437,11.316503,11.381034,3.294406,0.986596,1.532596,10.238192,0.087551,11.414271,4.200979,10.645249,1.257711,3.27414,13.28577,3.381842,3.580343,5.946779,0.159977,0.027344,0.050279,4,4,4,5,3,2,1,1,1,1,0,0,2,3,2,4,2,3,4,2,50,50
1322,3840,AMR,ENGINEERING/DESIGN,OEM,10.016458,11.345195,12.36423,7.910758,0.040837,1.293985,0.353603,0.456479,6.746944,9.037813,11.871237,0.889703,1.808045,12.424524,4.947295,0.916448,6.972898,0.096784,0.001862,0.504901,2,4,5,4,3,2,1,1,1,1,0,0,4,2,4,4,2,2,3,4,40,60
1323,841,AMR,ENGINEERING/DESIGN,Converter,1.26568,9.03018,10.958545,0.704681,7.396684,3.249493,13.853005,7.100867,0.90534,3.274738,8.466275,12.35206,2.914803,13.836222,1.948835,1.105347,1.01302,0.498569,0.025585,0.10007,1,1,4,4,3,3,1,1,1,1,0,0,3,2,3,3,3,3,3,3,50,50
1323,2415,AMR,PURCHASING,Converter,0.525971,6.260451,0.55179,14.001003,3.656792,2.181065,13.858493,7.457328,3.129978,12.573061,4.296722,9.027567,4.092343,14.145266,1.246259,0.51534,0.099866,0.074268,2.290546,0.015892,3,3,4,4,2,2,1,1,1,1,0,0,4,4,2,4,2,2,3,2,60,40
1323,2687,AMR,SALES,Tier 2,5.914026,0.238628,11.301641,3.21341,9.955911,9.809116,2.535897,1.242134,0.016518,12.457836,6.947419,9.984557,2.97435,13.315382,4.502177,0.138405,2.422061,2.532414,0.146091,0.352027,5,5,5,5,4,4,1,1,1,1,0,1,4,1,2,2,2,4,4,2,30,70
1324,2470,PAC,SUPPLY CHAIN,OEM,0.11628,3.649834,0.066821,13.299468,3.848116,13.174108,13.896247,11.239537,1.057111,13.061487,0.045213,0.17739,2.086506,13.527676,0.38393,2.937297,2.216185,3.522154,1.667431,0.027209,3,3,3,4,2,2,1,1,0,1,0,0,2,4,1,1,1,1,3,2,60,40
1325,1989,EUR,SUPPLY CHAIN,Molder,7.322492,1.080696,5.014583,1.478695,3.084688,4.098983,13.983877,0.334303,1.335138,2.561346,5.419727,3.387693,0.058649,12.49231,4.043432,10.981952,9.51986,1.205067,12.556207,0.040303,4,4,4,4,1,1,1,1,0,1,0,0,2,3,1,3,2,3,4,1,70,30
1326,1284,AMR,ENGINEERING/DESIGN,Tier 1,8.194511,3.136538,8.948835,11.779945,1.126889,0.923364,11.919344,6.140455,9.204565,2.596883,6.83132,0.024176,0.237217,7.076344,5.453387,0.030101,4.091096,0.103743,0.255159,11.926128,4,4,5,4,1,1,1,1,1,1,0,0,4,4,3,2,4,4,4,2,50,50
1327,610,EUR,PURCHASING,Molder,10.920335,11.123766,7.820635,5.693368,1.163425,0.96659,11.487535,5.787824,8.253689,3.208556,11.015091,1.437687,0.906833,12.338067,3.769884,0.254365,3.532265,0.030546,0.014873,0.274667,4,4,5,4,1,1,1,1,1,1,0,0,5,3,4,4,4,4,4,2,40,60
1328,2784,PAC,SUPPLY CHAIN,Tier 2,10.38005,4.28135,3.366845,13.286267,1.738923,8.973577,13.173165,1.886074,11.563745,1.049999,1.090344,0.015899,0.15425,11.725849,0.922874,0.027337,8.631381,0.892777,6.61532,0.223974,4,4,4,4,2,4,0,1,1,1,0,1,2,2,1,4,3,2,4,2,80,20
1329,3462,PAC,PURCHASING,Molder,7.723043,1.54857,3.700063,14.249454,2.770561,2.179649,10.807178,12.155169,11.253532,0.497811,1.967907,1.625135,6.17759,12.147912,0.283385,0.056765,1.301737,1.118912,6.916653,1.518972,2,4,4,4,1,2,0,1,1,1,0,0,4,4,2,1,4,2,3,4,50,50
1330,3206,PAC,PURCHASING,ODM,0.90231,2.652316,0.114902,7.980216,14.225969,14.230173,14.634066,0.653268,1.014008,7.772326,1.028955,4.059576,1.22183,13.090645,1.323551,5.433395,6.47871,2.390081,0.636589,0.157115,3,4,4,4,2,2,1,1,1,1,0,0,4,2,4,1,3,1,1,1,50,50
1331,120,EUR,SALES,Distributor,9.557663,12.206411,10.036077,6.104531,9.518382,2.601025,11.917633,3.051757,0.929463,0.458703,5.806197,1.660085,0.101293,11.367601,12.211978,0.017069,0.156482,1.610238,0.124521,0.562888,2,5,5,5,2,2,1,0,1,0,1,1,2,1,5,1,1,5,4,5,60,40
1332,2184,EUR,PURCHASING,ODM,1.794247,1.450042,0.376972,11.94074,12.335368,12.465578,12.379552,4.884042,9.027177,0.227577,3.806021,0.143178,1.789748,12.46554,0.705084,0.022102,0.95708,0.452941,11.838445,0.938563,2,4,4,4,2,3,1,1,0,1,0,0,2,3,1,1,2,2,4,2,60,40
1333,1593,EUR,PURCHASING,Molder,4.970104,0.592321,1.333722,0.990853,9.114226,9.70661,7.338156,5.380375,10.071391,13.226943,9.707276,2.34308,0.1907,9.208088,10.13009,2.848061,0.127936,1.045641,1.354797,0.319629,2,4,4,4,2,2,1,1,1,1,0,0,4,2,2,1,2,4,2,2,40,60
1334,642,AMR,ENGINEERING/DESIGN,Tier 1,10.756153,8.369348,11.418415,12.173903,1.282219,2.683233,5.218643,2.074844,1.074503,11.322476,11.958132,0.077018,0.775963,7.343648,4.054627,0.033249,9.093387,0.147433,0.092012,0.050796,4,4,3,4,1,3,1,1,0,1,0,0,2,1,2,2,3,3,4,1,70,30
1335,427,AMR,SALES,Molder,2.624395,0.088924,2.495983,14.229436,9.07444,4.271554,14.015215,12.57608,0.019069,5.850497,1.496579,5.167625,0.609079,8.764726,6.771658,1.466147,0.567812,0.589764,8.026684,1.294331,4,4,5,4,1,1,1,1,1,1,0,0,2,3,2,1,4,4,4,3,50,50
1335,438,AMR,PURCHASING,Molder,0.120224,1.216391,0.068195,12.671542,0.93599,12.802516,9.55661,7.804348,0.505345,0.556287,0.702057,1.251757,0.255378,13.940296,2.50126,13.075692,10.058278,2.501656,5.153638,4.32254,1,5,5,4,2,2,1,1,0,1,0,0,1,3,1,1,1,4,1,2,60,40
1335,746,EUR,PURCHASING,Tier 1,2.003171,2.590977,0.655751,13.794384,7.434177,12.71948,13.835151,10.529885,5.459064,1.6711,0.387529,0.016862,0.237266,13.655254,0.615338,0.425434,0.115983,2.086073,11.758426,0.008696,4,4,5,5,2,1,1,1,1,1,0,0,4,1,2,2,1,4,4,1,70,30
1335,857,PAC,PURCHASING,Contract Manufacturer,5.712519,0.316196,1.784781,9.304422,0.069172,7.620476,10.58647,3.533598,6.680719,10.808195,8.048363,0.848945,0.473039,11.486014,1.955334,12.35271,7.493568,0.232277,0.604097,0.089105,5,5,4,5,2,3,1,1,1,1,0,0,4,3,1,2,3,3,5,4,60,40
1335,958,PAC,MANAGEMENT (SENIOR),Contract Manufacturer,0.392701,1.690216,0.497765,12.128903,9.842043,5.90436,4.654275,2.540018,4.293081,12.972191,6.217057,9.466855,0.577119,5.944077,0.922668,9.517294,12.185693,0.085824,0.15343,0.01443,5,5,4,5,2,4,1,1,1,1,0,1,4,2,2,2,4,4,4,2,60,40
1335,1047,PAC,MANUFACTURING,Contract Manufacturer,0.467036,0.679667,0.073427,12.786493,11.071339,12.729801,12.403643,11.134724,0.977353,12.172605,0.453079,0.11647,0.141175,9.567471,0.679883,2.073245,8.251489,0.020156,4.040768,0.160175,5,5,4,5,4,4,1,1,0,1,0,0,4,2,4,2,4,4,4,2,50,50
1335,1383,PAC,MANAGEMENT (SENIOR),Contract Manufacturer,0.091185,4.215019,0.039044,10.209546,12.807116,12.643911,10.593519,1.671067,1.25,0.661004,0.718447,2.194369,5.739633,12.869331,1.248199,0.388431,12.763001,0.607403,9.250562,0.039213,2,2,4,5,1,4,0,0,1,1,0,1,2,2,2,5,2,2,5,1,40,60
